Mouse Hareket Etti - X: 409, Y: 382, Zaman: 143 ms
Mouse Hareket Etti - X: 721, Y: 314, Zaman: 285 ms
Mouse Hareket Etti - X: 726, Y: 313, Zaman: 286 ms
Mouse Hareket Etti - X: 731, Y: 312, Zaman: 287 ms
Mouse Hareket Etti - X: 738, Y: 311, Zaman: 288 ms
Mouse Hareket Etti - X: 742, Y: 311, Zaman: 289 ms
Mouse Hareket Etti - X: 749, Y: 309, Zaman: 290 ms
Mouse Hareket Etti - X: 755, Y: 309, Zaman: 291 ms
Mouse Hareket Etti - X: 760, Y: 308, Zaman: 292 ms
Mouse Hareket Etti - X: 767, Y: 307, Zaman: 293 ms
Mouse Hareket Etti - X: 772, Y: 306, Zaman: 294 ms
Mouse Hareket Etti - X: 777, Y: 305, Zaman: 295 ms
Mouse Hareket Etti - X: 784, Y: 304, Zaman: 296 ms
Mouse Hareket Etti - X: 788, Y: 303, Zaman: 297 ms
Mouse Hareket Etti - X: 795, Y: 302, Zaman: 298 ms
Mouse Hareket Etti - X: 801, Y: 302, Zaman: 299 ms
Mouse Hareket Etti - X: 806, Y: 302, Zaman: 300 ms
Mouse Hareket Etti - X: 813, Y: 301, Zaman: 301 ms
Mouse Hareket Etti - X: 818, Y: 300, Zaman: 302 ms
Mouse Hareket Etti - X: 823, Y: 299, Zaman: 303 ms
Mouse Hareket Etti - X: 830, Y: 298, Zaman: 304 ms
Mouse Hareket Etti - X: 834, Y: 298, Zaman: 305 ms
Mouse Hareket Etti - X: 840, Y: 297, Zaman: 306 ms
Mouse Hareket Etti - X: 845, Y: 296, Zaman: 307 ms
Mouse Hareket Etti - X: 851, Y: 295, Zaman: 308 ms
Mouse Hareket Etti - X: 857, Y: 294, Zaman: 309 ms
Mouse Hareket Etti - X: 862, Y: 294, Zaman: 310 ms
Mouse Hareket Etti - X: 869, Y: 293, Zaman: 311 ms
Mouse Hareket Etti - X: 873, Y: 292, Zaman: 312 ms
Mouse Hareket Etti - X: 877, Y: 292, Zaman: 313 ms
Mouse Hareket Etti - X: 883, Y: 291, Zaman: 314 ms
Mouse Hareket Etti - X: 889, Y: 290, Zaman: 315 ms
Mouse Hareket Etti - X: 893, Y: 289, Zaman: 316 ms
Mouse Hareket Etti - X: 900, Y: 289, Zaman: 317 ms
Mouse Hareket Etti - X: 904, Y: 289, Zaman: 318 ms
Mouse Hareket Etti - X: 908, Y: 288, Zaman: 319 ms
Mouse Hareket Etti - X: 914, Y: 288, Zaman: 320 ms
Mouse Hareket Etti - X: 918, Y: 287, Zaman: 321 ms
Mouse Hareket Etti - X: 922, Y: 287, Zaman: 322 ms
Mouse Hareket Etti - X: 928, Y: 286, Zaman: 323 ms
Mouse Hareket Etti - X: 932, Y: 285, Zaman: 324 ms
Mouse Hareket Etti - X: 938, Y: 285, Zaman: 325 ms
Mouse Hareket Etti - X: 942, Y: 284, Zaman: 326 ms
Mouse Hareket Etti - X: 945, Y: 284, Zaman: 327 ms
Mouse Hareket Etti - X: 950, Y: 283, Zaman: 328 ms
Mouse Hareket Etti - X: 954, Y: 283, Zaman: 329 ms
Mouse Hareket Etti - X: 957, Y: 283, Zaman: 330 ms
Mouse Hareket Etti - X: 963, Y: 283, Zaman: 331 ms
Mouse Hareket Etti - X: 966, Y: 282, Zaman: 332 ms
Mouse Hareket Etti - X: 970, Y: 282, Zaman: 333 ms
Mouse Hareket Etti - X: 973, Y: 281, Zaman: 334 ms
Mouse Hareket Etti - X: 976, Y: 281, Zaman: 335 ms
Mouse Hareket Etti - X: 981, Y: 280, Zaman: 336 ms
Mouse Hareket Etti - X: 984, Y: 280, Zaman: 337 ms
Mouse Hareket Etti - X: 988, Y: 279, Zaman: 338 ms
Mouse Hareket Etti - X: 991, Y: 279, Zaman: 339 ms
Mouse Hareket Etti - X: 994, Y: 279, Zaman: 340 ms
Mouse Hareket Etti - X: 998, Y: 278, Zaman: 341 ms
Mouse Hareket Etti - X: 1001, Y: 278, Zaman: 342 ms
Mouse Hareket Etti - X: 1004, Y: 277, Zaman: 343 ms
Mouse Hareket Etti - X: 1008, Y: 276, Zaman: 344 ms
Mouse Hareket Etti - X: 1011, Y: 276, Zaman: 345 ms
Mouse Hareket Etti - X: 1014, Y: 275, Zaman: 346 ms
Mouse Hareket Etti - X: 1017, Y: 275, Zaman: 347 ms
Mouse Hareket Etti - X: 1020, Y: 275, Zaman: 348 ms
Mouse Hareket Etti - X: 1024, Y: 274, Zaman: 349 ms
Mouse Hareket Etti - X: 1026, Y: 273, Zaman: 350 ms
Mouse Hareket Etti - X: 1030, Y: 272, Zaman: 351 ms
Mouse Hareket Etti - X: 1033, Y: 271, Zaman: 352 ms
Mouse Hareket Etti - X: 1036, Y: 271, Zaman: 353 ms
Mouse Hareket Etti - X: 1040, Y: 270, Zaman: 354 ms
Mouse Hareket Etti - X: 1042, Y: 270, Zaman: 355 ms
Mouse Hareket Etti - X: 1045, Y: 269, Zaman: 356 ms
Mouse Hareket Etti - X: 1047, Y: 268, Zaman: 357 ms
Mouse Hareket Etti - X: 1052, Y: 268, Zaman: 358 ms
Mouse Hareket Etti - X: 1054, Y: 267, Zaman: 359 ms
Mouse Hareket Etti - X: 1058, Y: 266, Zaman: 360 ms
Mouse Hareket Etti - X: 1060, Y: 265, Zaman: 361 ms
Mouse Hareket Etti - X: 1063, Y: 265, Zaman: 362 ms
Mouse Hareket Etti - X: 1066, Y: 264, Zaman: 363 ms
Mouse Hareket Etti - X: 1069, Y: 264, Zaman: 364 ms
Mouse Hareket Etti - X: 1071, Y: 263, Zaman: 365 ms
Mouse Hareket Etti - X: 1076, Y: 262, Zaman: 366 ms
Mouse Hareket Etti - X: 1078, Y: 261, Zaman: 367 ms
Mouse Hareket Etti - X: 1081, Y: 261, Zaman: 368 ms
Mouse Hareket Etti - X: 1083, Y: 260, Zaman: 369 ms
Mouse Hareket Etti - X: 1086, Y: 260, Zaman: 370 ms
Mouse Hareket Etti - X: 1089, Y: 259, Zaman: 371 ms
Mouse Hareket Etti - X: 1091, Y: 258, Zaman: 372 ms
Mouse Hareket Etti - X: 1094, Y: 258, Zaman: 373 ms
Mouse Hareket Etti - X: 1097, Y: 257, Zaman: 374 ms
Mouse Hareket Etti - X: 1099, Y: 257, Zaman: 375 ms
Mouse Hareket Etti - X: 1102, Y: 256, Zaman: 376 ms
Mouse Hareket Etti - X: 1104, Y: 255, Zaman: 377 ms
Mouse Hareket Etti - X: 1106, Y: 255, Zaman: 378 ms
Mouse Hareket Etti - X: 1108, Y: 255, Zaman: 379 ms
Mouse Hareket Etti - X: 1110, Y: 254, Zaman: 380 ms
Mouse Hareket Etti - X: 1113, Y: 254, Zaman: 381 ms
Mouse Hareket Etti - X: 1115, Y: 253, Zaman: 382 ms
Mouse Hareket Etti - X: 1117, Y: 253, Zaman: 383 ms
Mouse Hareket Etti - X: 1119, Y: 252, Zaman: 384 ms
Mouse Hareket Etti - X: 1121, Y: 252, Zaman: 385 ms
Mouse Hareket Etti - X: 1123, Y: 252, Zaman: 386 ms
Mouse Hareket Etti - X: 1125, Y: 252, Zaman: 387 ms
Mouse Hareket Etti - X: 1127, Y: 251, Zaman: 388 ms
Mouse Hareket Etti - X: 1129, Y: 251, Zaman: 389 ms
Mouse Hareket Etti - X: 1130, Y: 251, Zaman: 390 ms
Mouse Hareket Etti - X: 1132, Y: 250, Zaman: 391 ms
Mouse Hareket Etti - X: 1134, Y: 250, Zaman: 392 ms
Mouse Hareket Etti - X: 1135, Y: 250, Zaman: 393 ms
Mouse Hareket Etti - X: 1136, Y: 250, Zaman: 394 ms
Mouse Hareket Etti - X: 1139, Y: 249, Zaman: 395 ms
Mouse Hareket Etti - X: 1140, Y: 249, Zaman: 396 ms
Mouse Hareket Etti - X: 1141, Y: 249, Zaman: 397 ms
Mouse Hareket Etti - X: 1143, Y: 248, Zaman: 398 ms
Mouse Hareket Etti - X: 1144, Y: 248, Zaman: 399 ms
Mouse Hareket Etti - X: 1145, Y: 248, Zaman: 400 ms
Mouse Hareket Etti - X: 1146, Y: 248, Zaman: 401 ms
Mouse Hareket Etti - X: 1147, Y: 248, Zaman: 402 ms
Mouse Hareket Etti - X: 1148, Y: 248, Zaman: 403 ms
Mouse Hareket Etti - X: 1149, Y: 248, Zaman: 404 ms
Mouse Hareket Etti - X: 1150, Y: 248, Zaman: 405 ms
Mouse Hareket Etti - X: 1151, Y: 247, Zaman: 406 ms
Mouse Hareket Etti - X: 1152, Y: 247, Zaman: 407 ms
Mouse Hareket Etti - X: 1153, Y: 247, Zaman: 409 ms
Mouse Hareket Etti - X: 1154, Y: 247, Zaman: 411 ms
Mouse Hareket Etti - X: 1155, Y: 247, Zaman: 412 ms
Mouse Hareket Etti - X: 1156, Y: 247, Zaman: 414 ms
Mouse Hareket Etti - X: 1157, Y: 247, Zaman: 417 ms
Mouse Hareket Etti - X: 1157, Y: 246, Zaman: 420 ms
Mouse Hareket Etti - X: 1156, Y: 246, Zaman: 442 ms
Mouse Hareket Etti - X: 1155, Y: 246, Zaman: 446 ms
Mouse Hareket Etti - X: 1154, Y: 246, Zaman: 447 ms
Mouse Hareket Etti - X: 1153, Y: 246, Zaman: 451 ms
Mouse Hareket Etti - X: 1152, Y: 247, Zaman: 453 ms
Mouse Hareket Etti - X: 1151, Y: 247, Zaman: 455 ms
Mouse Hareket Etti - X: 1150, Y: 247, Zaman: 456 ms
Mouse Hareket Etti - X: 1149, Y: 247, Zaman: 457 ms
Mouse Hareket Etti - X: 1148, Y: 247, Zaman: 459 ms
Mouse Hareket Etti - X: 1147, Y: 248, Zaman: 460 ms
Mouse Hareket Etti - X: 1146, Y: 248, Zaman: 461 ms
Mouse Hareket Etti - X: 1145, Y: 248, Zaman: 462 ms
Mouse Hareket Etti - X: 1144, Y: 248, Zaman: 463 ms
Mouse Hareket Etti - X: 1143, Y: 248, Zaman: 464 ms
Mouse Hareket Etti - X: 1141, Y: 248, Zaman: 465 ms
Mouse Hareket Etti - X: 1140, Y: 248, Zaman: 467 ms
Mouse Hareket Etti - X: 1138, Y: 249, Zaman: 468 ms
Mouse Hareket Etti - X: 1137, Y: 249, Zaman: 469 ms
Mouse Hareket Etti - X: 1135, Y: 249, Zaman: 470 ms
Mouse Hareket Etti - X: 1133, Y: 250, Zaman: 471 ms
Mouse Hareket Etti - X: 1132, Y: 250, Zaman: 472 ms
Mouse Hareket Etti - X: 1130, Y: 250, Zaman: 473 ms
Mouse Hareket Etti - X: 1129, Y: 250, Zaman: 474 ms
Mouse Hareket Etti - X: 1127, Y: 250, Zaman: 475 ms
Mouse Hareket Etti - X: 1125, Y: 250, Zaman: 476 ms
Mouse Hareket Etti - X: 1124, Y: 251, Zaman: 477 ms
Mouse Hareket Etti - X: 1122, Y: 251, Zaman: 478 ms
Mouse Hareket Etti - X: 1120, Y: 251, Zaman: 479 ms
Mouse Hareket Etti - X: 1117, Y: 252, Zaman: 480 ms
Mouse Hareket Etti - X: 1116, Y: 252, Zaman: 481 ms
Mouse Hareket Etti - X: 1114, Y: 252, Zaman: 482 ms
Mouse Hareket Etti - X: 1112, Y: 252, Zaman: 483 ms
Mouse Hareket Etti - X: 1110, Y: 253, Zaman: 484 ms
Mouse Hareket Etti - X: 1108, Y: 253, Zaman: 485 ms
Mouse Hareket Etti - X: 1105, Y: 253, Zaman: 486 ms
Mouse Hareket Etti - X: 1102, Y: 253, Zaman: 487 ms
Mouse Hareket Etti - X: 1100, Y: 253, Zaman: 488 ms
Mouse Hareket Etti - X: 1097, Y: 254, Zaman: 489 ms
Mouse Hareket Etti - X: 1095, Y: 254, Zaman: 490 ms
Mouse Hareket Etti - X: 1092, Y: 255, Zaman: 491 ms
Mouse Hareket Etti - X: 1090, Y: 255, Zaman: 492 ms
Mouse Hareket Etti - X: 1087, Y: 255, Zaman: 493 ms
Mouse Hareket Etti - X: 1084, Y: 256, Zaman: 494 ms
Mouse Hareket Etti - X: 1082, Y: 256, Zaman: 495 ms
Mouse Hareket Etti - X: 1079, Y: 256, Zaman: 496 ms
Mouse Hareket Etti - X: 1075, Y: 256, Zaman: 497 ms
Mouse Hareket Etti - X: 1072, Y: 256, Zaman: 498 ms
Mouse Hareket Etti - X: 1067, Y: 257, Zaman: 499 ms
Mouse Hareket Etti - X: 1064, Y: 257, Zaman: 500 ms
Mouse Hareket Etti - X: 1061, Y: 257, Zaman: 501 ms
Mouse Hareket Etti - X: 1057, Y: 258, Zaman: 502 ms
Mouse Hareket Etti - X: 1053, Y: 258, Zaman: 503 ms
Mouse Hareket Etti - X: 1050, Y: 258, Zaman: 504 ms
Mouse Hareket Etti - X: 1046, Y: 259, Zaman: 505 ms
Mouse Hareket Etti - X: 1042, Y: 259, Zaman: 506 ms
Mouse Hareket Etti - X: 1038, Y: 259, Zaman: 507 ms
Mouse Hareket Etti - X: 1034, Y: 260, Zaman: 508 ms
Mouse Hareket Etti - X: 1031, Y: 260, Zaman: 509 ms
Mouse Hareket Etti - X: 1025, Y: 260, Zaman: 510 ms
Mouse Hareket Etti - X: 1021, Y: 260, Zaman: 511 ms
Mouse Hareket Etti - X: 1017, Y: 261, Zaman: 512 ms
Mouse Hareket Etti - X: 1012, Y: 261, Zaman: 513 ms
Mouse Hareket Etti - X: 1007, Y: 261, Zaman: 514 ms
Mouse Hareket Etti - X: 1002, Y: 261, Zaman: 515 ms
Mouse Hareket Etti - X: 997, Y: 261, Zaman: 516 ms
Mouse Hareket Etti - X: 992, Y: 261, Zaman: 517 ms
Mouse Hareket Etti - X: 987, Y: 261, Zaman: 518 ms
Mouse Hareket Etti - X: 981, Y: 261, Zaman: 519 ms
Mouse Hareket Etti - X: 977, Y: 261, Zaman: 520 ms
Mouse Hareket Etti - X: 971, Y: 261, Zaman: 521 ms
Mouse Hareket Etti - X: 966, Y: 261, Zaman: 522 ms
Mouse Hareket Etti - X: 961, Y: 261, Zaman: 523 ms
Mouse Hareket Etti - X: 954, Y: 261, Zaman: 524 ms
Mouse Hareket Etti - X: 949, Y: 261, Zaman: 525 ms
Mouse Hareket Etti - X: 942, Y: 261, Zaman: 526 ms
Mouse Hareket Etti - X: 938, Y: 261, Zaman: 527 ms
Mouse Hareket Etti - X: 933, Y: 261, Zaman: 528 ms
Mouse Hareket Etti - X: 926, Y: 261, Zaman: 529 ms
Mouse Hareket Etti - X: 920, Y: 261, Zaman: 530 ms
Mouse Hareket Etti - X: 915, Y: 261, Zaman: 531 ms
Mouse Hareket Etti - X: 908, Y: 261, Zaman: 532 ms
Mouse Hareket Etti - X: 903, Y: 261, Zaman: 533 ms
Mouse Hareket Etti - X: 895, Y: 261, Zaman: 534 ms
Mouse Hareket Etti - X: 889, Y: 261, Zaman: 535 ms
Mouse Hareket Etti - X: 884, Y: 261, Zaman: 536 ms
Mouse Hareket Etti - X: 876, Y: 261, Zaman: 537 ms
Mouse Hareket Etti - X: 871, Y: 261, Zaman: 538 ms
Mouse Hareket Etti - X: 865, Y: 261, Zaman: 539 ms
Mouse Hareket Etti - X: 858, Y: 261, Zaman: 540 ms
Mouse Hareket Etti - X: 853, Y: 261, Zaman: 541 ms
Mouse Hareket Etti - X: 845, Y: 261, Zaman: 542 ms
Mouse Hareket Etti - X: 840, Y: 261, Zaman: 543 ms
Mouse Hareket Etti - X: 834, Y: 261, Zaman: 544 ms
Mouse Hareket Etti - X: 826, Y: 261, Zaman: 545 ms
Mouse Hareket Etti - X: 821, Y: 261, Zaman: 546 ms
Mouse Hareket Etti - X: 815, Y: 261, Zaman: 547 ms
Mouse Hareket Etti - X: 808, Y: 261, Zaman: 548 ms
Mouse Hareket Etti - X: 802, Y: 261, Zaman: 549 ms
Mouse Hareket Etti - X: 795, Y: 261, Zaman: 550 ms
Mouse Hareket Etti - X: 790, Y: 261, Zaman: 551 ms
Mouse Hareket Etti - X: 784, Y: 261, Zaman: 552 ms
Mouse Hareket Etti - X: 776, Y: 261, Zaman: 553 ms
Mouse Hareket Etti - X: 771, Y: 261, Zaman: 554 ms
Mouse Hareket Etti - X: 765, Y: 261, Zaman: 555 ms
Mouse Hareket Etti - X: 759, Y: 261, Zaman: 556 ms
Mouse Hareket Etti - X: 753, Y: 261, Zaman: 557 ms
Mouse Hareket Etti - X: 746, Y: 261, Zaman: 558 ms
Mouse Hareket Etti - X: 742, Y: 261, Zaman: 559 ms
Mouse Hareket Etti - X: 737, Y: 261, Zaman: 560 ms
Mouse Hareket Etti - X: 730, Y: 261, Zaman: 561 ms
Mouse Hareket Etti - X: 726, Y: 261, Zaman: 562 ms
Mouse Hareket Etti - X: 721, Y: 261, Zaman: 563 ms
Mouse Hareket Etti - X: 715, Y: 261, Zaman: 564 ms
Mouse Hareket Etti - X: 711, Y: 261, Zaman: 565 ms
Mouse Hareket Etti - X: 706, Y: 261, Zaman: 566 ms
Mouse Hareket Etti - X: 700, Y: 261, Zaman: 567 ms
Mouse Hareket Etti - X: 696, Y: 261, Zaman: 568 ms
Mouse Hareket Etti - X: 691, Y: 261, Zaman: 569 ms
Mouse Hareket Etti - X: 687, Y: 261, Zaman: 570 ms
Mouse Hareket Etti - X: 684, Y: 261, Zaman: 571 ms
Mouse Hareket Etti - X: 678, Y: 261, Zaman: 572 ms
Mouse Hareket Etti - X: 675, Y: 261, Zaman: 573 ms
Mouse Hareket Etti - X: 671, Y: 261, Zaman: 574 ms
Mouse Hareket Etti - X: 667, Y: 261, Zaman: 575 ms
Mouse Hareket Etti - X: 664, Y: 261, Zaman: 576 ms
Mouse Hareket Etti - X: 660, Y: 261, Zaman: 577 ms
Mouse Hareket Etti - X: 657, Y: 261, Zaman: 578 ms
Mouse Hareket Etti - X: 655, Y: 261, Zaman: 579 ms
Mouse Hareket Etti - X: 651, Y: 261, Zaman: 580 ms
Mouse Hareket Etti - X: 649, Y: 261, Zaman: 581 ms
Mouse Hareket Etti - X: 646, Y: 260, Zaman: 582 ms
Mouse Hareket Etti - X: 644, Y: 260, Zaman: 583 ms
Mouse Hareket Etti - X: 642, Y: 260, Zaman: 584 ms
Mouse Hareket Etti - X: 639, Y: 260, Zaman: 585 ms
Mouse Hareket Etti - X: 637, Y: 260, Zaman: 586 ms
Mouse Hareket Etti - X: 635, Y: 259, Zaman: 587 ms
Mouse Hareket Etti - X: 633, Y: 259, Zaman: 588 ms
Mouse Hareket Etti - X: 632, Y: 259, Zaman: 589 ms
Mouse Hareket Etti - X: 630, Y: 259, Zaman: 590 ms
Mouse Hareket Etti - X: 629, Y: 259, Zaman: 591 ms
Mouse Hareket Etti - X: 628, Y: 259, Zaman: 592 ms
Mouse Hareket Etti - X: 626, Y: 259, Zaman: 593 ms
Mouse Hareket Etti - X: 625, Y: 258, Zaman: 595 ms
Mouse Hareket Etti - X: 624, Y: 258, Zaman: 596 ms
Mouse Hareket Etti - X: 623, Y: 257, Zaman: 599 ms
Mouse Hareket Etti - X: 622, Y: 257, Zaman: 600 ms
Mouse Hareket Etti - X: 623, Y: 256, Zaman: 609 ms
Mouse Hareket Etti - X: 624, Y: 256, Zaman: 611 ms
Mouse Hareket Etti - X: 625, Y: 256, Zaman: 613 ms
Mouse Hareket Etti - X: 626, Y: 255, Zaman: 614 ms
Mouse Hareket Etti - X: 627, Y: 255, Zaman: 615 ms
Mouse Hareket Etti - X: 628, Y: 254, Zaman: 617 ms
Mouse Hareket Etti - X: 630, Y: 254, Zaman: 618 ms
Mouse Hareket Etti - X: 631, Y: 254, Zaman: 619 ms
Mouse Hareket Etti - X: 632, Y: 254, Zaman: 620 ms
Mouse Hareket Etti - X: 634, Y: 254, Zaman: 621 ms
Mouse Hareket Etti - X: 636, Y: 253, Zaman: 622 ms
Mouse Hareket Etti - X: 638, Y: 252, Zaman: 623 ms
Mouse Hareket Etti - X: 639, Y: 252, Zaman: 624 ms
Mouse Hareket Etti - X: 642, Y: 252, Zaman: 625 ms
Mouse Hareket Etti - X: 643, Y: 252, Zaman: 626 ms
Mouse Hareket Etti - X: 645, Y: 251, Zaman: 627 ms
Mouse Hareket Etti - X: 648, Y: 250, Zaman: 628 ms
Mouse Hareket Etti - X: 649, Y: 250, Zaman: 629 ms
Mouse Hareket Etti - X: 652, Y: 249, Zaman: 630 ms
Mouse Hareket Etti - X: 655, Y: 249, Zaman: 631 ms
Mouse Hareket Etti - X: 657, Y: 249, Zaman: 632 ms
Mouse Hareket Etti - X: 660, Y: 248, Zaman: 633 ms
Mouse Hareket Etti - X: 662, Y: 247, Zaman: 634 ms
Mouse Hareket Etti - X: 664, Y: 247, Zaman: 635 ms
Mouse Hareket Etti - X: 667, Y: 246, Zaman: 636 ms
Mouse Hareket Etti - X: 670, Y: 246, Zaman: 637 ms
Mouse Hareket Etti - X: 673, Y: 246, Zaman: 638 ms
Mouse Hareket Etti - X: 676, Y: 246, Zaman: 639 ms
Mouse Hareket Etti - X: 679, Y: 245, Zaman: 640 ms
Mouse Hareket Etti - X: 682, Y: 244, Zaman: 641 ms
Mouse Hareket Etti - X: 685, Y: 244, Zaman: 642 ms
Mouse Hareket Etti - X: 688, Y: 244, Zaman: 643 ms
Mouse Hareket Etti - X: 692, Y: 243, Zaman: 644 ms
Mouse Hareket Etti - X: 695, Y: 243, Zaman: 645 ms
Mouse Hareket Etti - X: 698, Y: 243, Zaman: 646 ms
Mouse Hareket Etti - X: 701, Y: 242, Zaman: 647 ms
Mouse Hareket Etti - X: 704, Y: 242, Zaman: 648 ms
Mouse Hareket Etti - X: 708, Y: 242, Zaman: 649 ms
Mouse Hareket Etti - X: 711, Y: 242, Zaman: 650 ms
Mouse Hareket Etti - X: 715, Y: 242, Zaman: 651 ms
Mouse Hareket Etti - X: 719, Y: 241, Zaman: 652 ms
Mouse Hareket Etti - X: 721, Y: 241, Zaman: 653 ms
Mouse Hareket Etti - X: 725, Y: 241, Zaman: 654 ms
Mouse Hareket Etti - X: 730, Y: 240, Zaman: 655 ms
Mouse Hareket Etti - X: 733, Y: 240, Zaman: 656 ms
Mouse Hareket Etti - X: 737, Y: 240, Zaman: 657 ms
Mouse Hareket Etti - X: 740, Y: 240, Zaman: 658 ms
Mouse Hareket Etti - X: 743, Y: 239, Zaman: 659 ms
Mouse Hareket Etti - X: 748, Y: 239, Zaman: 660 ms
Mouse Hareket Etti - X: 751, Y: 239, Zaman: 661 ms
Mouse Hareket Etti - X: 754, Y: 239, Zaman: 662 ms
Mouse Hareket Etti - X: 758, Y: 238, Zaman: 663 ms
Mouse Hareket Etti - X: 762, Y: 238, Zaman: 664 ms
Mouse Hareket Etti - X: 766, Y: 238, Zaman: 665 ms
Mouse Hareket Etti - X: 771, Y: 237, Zaman: 666 ms
Mouse Hareket Etti - X: 774, Y: 237, Zaman: 667 ms
Mouse Hareket Etti - X: 778, Y: 237, Zaman: 668 ms
Mouse Hareket Etti - X: 782, Y: 237, Zaman: 669 ms
Mouse Hareket Etti - X: 785, Y: 237, Zaman: 670 ms
Mouse Hareket Etti - X: 790, Y: 237, Zaman: 671 ms
Mouse Hareket Etti - X: 793, Y: 237, Zaman: 672 ms
Mouse Hareket Etti - X: 796, Y: 237, Zaman: 673 ms
Mouse Hareket Etti - X: 802, Y: 236, Zaman: 674 ms
Mouse Hareket Etti - X: 804, Y: 236, Zaman: 675 ms
Mouse Hareket Etti - X: 810, Y: 236, Zaman: 676 ms
Mouse Hareket Etti - X: 813, Y: 236, Zaman: 677 ms
Mouse Hareket Etti - X: 817, Y: 235, Zaman: 678 ms
Mouse Hareket Etti - X: 821, Y: 235, Zaman: 679 ms
Mouse Hareket Etti - X: 824, Y: 235, Zaman: 680 ms
Mouse Hareket Etti - X: 828, Y: 234, Zaman: 681 ms
Mouse Hareket Etti - X: 833, Y: 234, Zaman: 682 ms
Mouse Hareket Etti - X: 836, Y: 234, Zaman: 683 ms
Mouse Hareket Etti - X: 840, Y: 234, Zaman: 684 ms
Mouse Hareket Etti - X: 843, Y: 234, Zaman: 685 ms
Mouse Hareket Etti - X: 847, Y: 234, Zaman: 686 ms
Mouse Hareket Etti - X: 852, Y: 233, Zaman: 687 ms
Mouse Hareket Etti - X: 855, Y: 233, Zaman: 688 ms
Mouse Hareket Etti - X: 859, Y: 233, Zaman: 689 ms
Mouse Hareket Etti - X: 863, Y: 233, Zaman: 690 ms
Mouse Hareket Etti - X: 866, Y: 233, Zaman: 691 ms
Mouse Hareket Etti - X: 869, Y: 233, Zaman: 692 ms
Mouse Hareket Etti - X: 873, Y: 233, Zaman: 693 ms
Mouse Hareket Etti - X: 876, Y: 233, Zaman: 694 ms
Mouse Hareket Etti - X: 880, Y: 233, Zaman: 695 ms
Mouse Hareket Etti - X: 883, Y: 233, Zaman: 696 ms
Mouse Hareket Etti - X: 887, Y: 233, Zaman: 697 ms
Mouse Hareket Etti - X: 890, Y: 233, Zaman: 698 ms
Mouse Hareket Etti - X: 893, Y: 233, Zaman: 699 ms
Mouse Hareket Etti - X: 897, Y: 233, Zaman: 700 ms
Mouse Hareket Etti - X: 900, Y: 233, Zaman: 701 ms
Mouse Hareket Etti - X: 903, Y: 233, Zaman: 702 ms
Mouse Hareket Etti - X: 907, Y: 233, Zaman: 703 ms
Mouse Hareket Etti - X: 910, Y: 233, Zaman: 704 ms
Mouse Hareket Etti - X: 912, Y: 233, Zaman: 705 ms
Mouse Hareket Etti - X: 916, Y: 233, Zaman: 706 ms
Mouse Hareket Etti - X: 918, Y: 233, Zaman: 707 ms
Mouse Hareket Etti - X: 922, Y: 233, Zaman: 708 ms
Mouse Hareket Etti - X: 924, Y: 233, Zaman: 709 ms
Mouse Hareket Etti - X: 926, Y: 233, Zaman: 710 ms
Mouse Hareket Etti - X: 929, Y: 233, Zaman: 711 ms
Mouse Hareket Etti - X: 931, Y: 233, Zaman: 712 ms
Mouse Hareket Etti - X: 933, Y: 233, Zaman: 713 ms
Mouse Hareket Etti - X: 936, Y: 233, Zaman: 714 ms
Mouse Hareket Etti - X: 939, Y: 233, Zaman: 715 ms
Mouse Hareket Etti - X: 941, Y: 233, Zaman: 716 ms
Mouse Hareket Etti - X: 943, Y: 233, Zaman: 717 ms
Mouse Hareket Etti - X: 944, Y: 234, Zaman: 718 ms
Mouse Hareket Etti - X: 946, Y: 234, Zaman: 719 ms
Mouse Hareket Etti - X: 949, Y: 234, Zaman: 720 ms
Mouse Hareket Etti - X: 950, Y: 234, Zaman: 721 ms
Mouse Hareket Etti - X: 951, Y: 235, Zaman: 722 ms
Mouse Hareket Etti - X: 952, Y: 235, Zaman: 723 ms
Mouse Hareket Etti - X: 954, Y: 236, Zaman: 724 ms
Mouse Hareket Etti - X: 955, Y: 236, Zaman: 725 ms
Mouse Hareket Etti - X: 956, Y: 236, Zaman: 726 ms
Mouse Hareket Etti - X: 957, Y: 237, Zaman: 727 ms
Mouse Hareket Etti - X: 957, Y: 238, Zaman: 728 ms
Mouse Hareket Etti - X: 958, Y: 238, Zaman: 729 ms
Mouse Hareket Etti - X: 959, Y: 238, Zaman: 730 ms
Mouse Hareket Etti - X: 959, Y: 239, Zaman: 731 ms
Mouse Hareket Etti - X: 960, Y: 239, Zaman: 733 ms
Mouse Hareket Etti - X: 960, Y: 240, Zaman: 734 ms
Mouse Hareket Etti - X: 960, Y: 241, Zaman: 737 ms
Mouse Hareket Etti - X: 960, Y: 242, Zaman: 738 ms
Mouse Hareket Etti - X: 960, Y: 243, Zaman: 741 ms
Mouse Hareket Etti - X: 960, Y: 244, Zaman: 743 ms
Mouse Hareket Etti - X: 959, Y: 244, Zaman: 744 ms
Mouse Hareket Etti - X: 958, Y: 244, Zaman: 745 ms
Mouse Hareket Etti - X: 958, Y: 245, Zaman: 746 ms
Mouse Hareket Etti - X: 957, Y: 246, Zaman: 747 ms
Mouse Hareket Etti - X: 956, Y: 246, Zaman: 748 ms
